"Make sure that <em>gender</em> and <em>date of birth</em> are required fields in the checkout. Otherwise this payment method will not be displayed.<br />If AfterPay is the acquirer, it is not possible to perform partial captures.","Make sure that <em>gender</em> and <em>date of birth</em> are required fields in the checkout. Otherwise this payment method will not be displayed.<br />If AfterPay is the acquirer, it is not possible to perform partial captures."
"Request Data Encoding","Request Data Encoding"
"When using Klarna as your aquirer you will need to switch to the option 'Other'.","When using Klarna as your aquirer you will need to switch to the option 'Other'."
"When the option 'Other' is selected the request data will get converted to ASCII chararcters by using the appropriate transliterations for the given locale of the store.","When the option 'Other' is selected the request data will get converted to ASCII chararcters by using the appropriate transliterations for the given locale of the store."
"Show invoice terms link","Show invoice terms link"
"Allows you to display a configurable link to your aquirers invoicing terms and conditions.","Allows you to display a configurable link to your aquirers invoicing terms and conditions."
"Invoice terms title","Invoice terms title"
"Invoice terms URL","Invoice terms URL"
"Ingenico ePayments KbcOnline","Ingenico ePayments KbcOnline"
"Ingenico ePayments PostFinanceEFinance","Ingenico ePayments PostFinanceEFinance"
"Ingenico ePayments DirectDebit","Ingenico ePayments DirectDebit"
Countries,Countries
"Ingenico ePayments IDeal","Ingenico ePayments IDeal"
"Ingenico ePayments EDankort","Ingenico ePayments EDankort"
"Ingenico ePayments Belfius Direct Net","Ingenico ePayments Belfius Direct Net"
"Ingenico ePayments Open Invoice AT","Ingenico ePayments Open Invoice AT"
"Allow for discounted carts","Allow for discounted carts"
